x y b0 b1 b2 b3 b4 b5 b6 b7 b8 b9 b10 b11 b12 b13 b14 b15 b16 b17 b18 b19 b20 b21 b22 b23 b24 b25 b26 b27 b28 b29 b30 b31 
40 13 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
41 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
42 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
43 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
44 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
45 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
46 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
47 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
48 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
49 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
50 13 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 

0 14 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077  
1 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
2 14 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
3 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
4 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
5 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
6 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
7 14 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 58077 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
8 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
9 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
10 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
11 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
12 14 58077 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
13 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
14 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
15 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
16 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
17 14 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
18 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
19 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
20 14 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077  
21 14 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077  
22 14 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077  
23 14 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077 27986 27986 58077 58077 58077 58077 58077 58077  
24 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
25 14 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
26 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
27 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
28 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
29 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
30 14 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 58077 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
31 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
32 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
33 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
34 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
35 14 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
36 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
37 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
38 14 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077  
39 14 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
40 14 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 27986 27986 27986 27986 27986 27986 27986 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077 58077  
41 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
42 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
43 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
44 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
45 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
46 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
47 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
48 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
49 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049  
50 14 3049 3049 3049 3049 3049 3049 3049 3049 3049 58077 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 3049 

0 15 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049  
1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
13 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
16 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20 15 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049  
21 15 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049  
22 15 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049  
23 15 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049 27986 27986 3049 3049 3049 3049 3049 3049  
24 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
25 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
26 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
27 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
28 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
29 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
30 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
31 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
32 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
33 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
34 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
36 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
37 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
38 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
39 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
40 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
41 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
42 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
43 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
44 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
47 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
48 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
49 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
50 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

